Emp_ID,Age,Salary,Joining Designation,Designation,Total Business Value,Quarterly Rating,City,Gender,Education_Level,Dateofjoining,EmployeeLeaveOrNot
441,31.71,81288,3,3,676115.71,2.71,C6,Male,Master,31-05-2017,0
442,32,73933,3,3,0,1,C23,Male,Master,20-09-2016,1
443,31,55108,2,2,0,1,C3,Female,Bachelor,04-09-2017,1
444,31.77,36856,1,1,222206.92,1.69,C15,Male,Bachelor,28-11-2016,0
445,32,33956,2,2,0,1,C8,Male,College,05-01-2016,1
446,30.91,50832,3,3,542862.73,2.09,C22,Female,College,01-02-2017,0
448,36,65389,2,4,1263282.5,2.12,C10,Male,Bachelor,04-04-2011,0
449,25,32466,1,1,46072.5,1,C11,Male,College,25-09-2017,0
450,29.25,70415,1,3,935719.58,3,C20,Male,Master,20-08-2012,0
451,41,123390,1,5,0,1,C16,Female,Master,05-11-2010,1
452,45.7,104473,2,4,336393,1.6,C19,Male,College,14-10-2010,1
453,36.67,123361,4,4,1333087.22,2.33,C12,Male,Master,15-07-2016,0
454,30,45357,1,1,0,1,C17,Female,Master,17-08-2016,1
456,34.5,45193,2,2,0,1,C26,Female,Bachelor,07-07-2017,1
457,22.5,54992,2,2,350000,2,C5,Female,Bachelor,20-11-2017,0
458,31,16749,3,3,80056,1,C19,Female,College,31-07-2017,0
459,29,67194,3,3,221365,1,C12,Male,Master,30-10-2017,0
460,29,37575,2,2,379496.67,1.89,C15,Female,College,05-12-2016,1
461,31.43,53577,2,2,160910,1.57,C8,Female,College,25-04-2017,1
462,35,46139,3,3,119773.33,1,C16,Male,Master,02-10-2017,0
463,39,47419,1,1,58930,1,C24,Male,Bachelor,10-12-2015,1
464,33.3,86072,3,3,145735,1.3,C27,Male,Master,16-07-2016,1
465,34.18,87438,2,2,440725.45,2,C8,Female,Master,13-01-2015,1
466,23,64179,2,2,0,1,C23,Female,College,19-12-2016,1
467,32,83926,3,3,0,1,C29,Male,College,17-11-2016,1
469,31,26067,1,1,0,1,C13,Male,Master,09-10-2015,1
470,31,39660,2,2,0,1,C1,Male,College,10-02-2017,1
471,38,59318,3,3,0,1,C12,Male,College,08-05-2017,1
472,38.29,83429,3,3,230432.86,1.43,C23,Female,Bachelor,13-06-2017,0
473,25,62431,1,1,0,1,C16,Female,Bachelor,28-07-2015,1
474,32,45068,1,1,0,1,C10,Male,Bachelor,04-08-2015,1
475,43,42714,1,1,423936,2.2,C11,Male,Bachelor,13-07-2015,1
476,27.3,22918,2,2,122034,1.3,C16,Female,College,15-03-2017,1
477,39,29312,1,1,282162,1.6,C19,Male,Bachelor,01-06-2015,1
478,31,39164,2,2,0,1,C20,Female,Bachelor,05-09-2016,1
479,23.5,22947,1,1,0,1,C20,Female,Master,03-12-2015,1
481,29.15,68341,1,1,511121.54,3.08,C12,Male,Master,26-05-2014,1
482,43.86,56611,1,2,552093.33,2.29,C10,Male,Bachelor,23-07-2012,1
483,42,132558,3,3,1321782.5,2.88,C16,Female,Bachelor,18-05-2017,0
484,29,26562,1,1,0,1,C4,Female,College,08-08-2016,1
486,39.08,31674,1,2,428748.75,1.88,C10,Female,College,31-10-2013,1
487,39,35091,1,1,0,1,C12,Male,Bachelor,21-12-2015,1
488,44.18,80716,1,2,587041.76,2.41,C28,Male,Master,21-10-2015,1
489,31.38,49475,1,1,366043.85,2.23,C12,Female,Master,18-10-2016,1
491,25.25,41638,1,1,0,1,C2,Male,Master,01-05-2017,1
492,36,23107,2,2,0,1,C19,Female,College,23-07-2015,1
493,27.23,52307,2,2,353343.85,1.92,C9,Male,Bachelor,09-12-2016,0
494,36,110964,3,3,1359334,3,C16,Female,Bachelor,08-03-2017,0
496,23.67,20170,1,1,83333.33,1,C15,Male,Bachelor,19-10-2015,1
497,29.71,65035,2,2,21291.43,1,C16,Female,Bachelor,22-06-2017,1
498,31,65571,2,2,0,1,C20,Male,Master,06-11-2017,0
499,43,47668,3,3,0,1,C3,Male,Master,28-09-2017,0
500,39.4,103119,4,4,759644,1.6,C12,Male,Bachelor,11-05-2015,1
501,32,96956,3,3,275997.5,1.62,C16,Female,College,08-05-2017,0
502,23,49888,2,2,0,1,C5,Male,Bachelor,21-11-2016,1
503,44.33,42544,1,1,297923.33,2,C21,Female,College,20-06-2015,1
504,32.89,49653,2,2,243734.44,1.67,C15,Female,Bachelor,06-08-2012,1
505,24.25,55804,2,2,28985,1,C26,Male,College,16-01-2016,1
507,39.8,29231,1,2,477690.67,2.6,C6,Male,Bachelor,22-11-2012,1
508,33,48682,2,2,0,1,C21,Male,Bachelor,14-12-2017,0
509,25,92079,3,3,25440,1,C8,Male,College,29-06-2017,0
510,27.75,68751,1,1,0,1,C29,Female,College,05-09-2017,0
511,34,58130,2,2,0,1,C21,Male,Master,15-12-2017,0
512,43,40777,1,1,0,1,C8,Female,Bachelor,23-05-2016,1
513,35,22793,1,1,193500,1,C20,Female,Master,13-06-2015,1
515,26,10747,2,2,0,1,C29,Female,College,13-04-2017,1
516,25.44,41099,1,1,313798.89,1.67,C29,Female,College,04-07-2016,0
517,51,59796,1,1,0,1,C1,Female,Master,23-10-2015,1
518,45,52199,1,1,208446.67,1.5,C15,Female,Master,08-09-2015,1
519,36,83253,3,3,0,1,C29,Male,Bachelor,31-10-2016,1
520,27.54,98996,4,4,994010,1.46,C23,Female,Bachelor,09-01-2016,1
521,35,27882,1,1,554133.33,3,C27,Male,College,06-04-2017,0
522,36,109652,2,3,528903.33,2.33,C26,Male,Master,30-05-2011,1
523,39,31056,3,3,128473.75,1.38,C9,Male,College,02-05-2017,1
524,32.6,82822,3,3,190000,1.6,C17,Male,Bachelor,02-08-2017,0
525,33,106727,3,3,357040,1.5,C22,Male,Bachelor,29-10-2016,1
527,34.64,86823,3,4,852858.57,1.64,C23,Male,Bachelor,21-08-2014,1
528,33.29,51086,2,2,322345.71,1.86,C10,Male,College,11-03-2017,1
529,32,12934,2,2,45312.5,1,C9,Female,College,30-11-2015,1
530,37,31137,1,1,0,1,C28,Male,Master,14-03-2017,1
531,35,68045,2,2,165120,1.75,C8,Male,Master,06-09-2017,0
532,35.93,61243,1,1,345452.67,2,C26,Male,College,25-10-2016,0
533,35.6,35731,1,1,40000,1,C1,Male,Bachelor,24-06-2016,1
534,28,87872,3,3,0,1,C10,Male,College,23-11-2017,0
535,38.48,77182,1,4,749753.04,1.78,C27,Male,Bachelor,06-09-2012,1
536,27.33,35112,1,1,163453.33,1.5,C26,Male,Master,21-07-2016,1
537,34.92,78641.69,2,2.23,1798186.15,3.77,C29,Female,Bachelor,06-12-2016,0
538,25.43,29698,1,1,321962.14,2.07,C23,Female,Bachelor,10-11-2016,0
539,36,109296,2,3,0,1,C24,Male,College,20-06-2013,1
540,29,96233,3,3,0,1,C14,Male,College,05-12-2017,0
541,26.6,71812,1,2,254166.5,1.45,C1,Male,Master,10-02-2014,1
542,43.6,43720,2,2,230864,1.3,C8,Male,Bachelor,04-07-2016,1
543,29,34793,3,3,0,1,C12,Male,College,28-09-2017,0
544,42.52,50345,1,2,653398.1,2.29,C14,Male,Master,23-07-2012,1
545,29,62542,2,2,0,1,C26,Female,Bachelor,10-11-2015,1
546,35.5,20993,1,1,48990,1,C14,Female,Master,21-09-2017,0
547,27.75,34536,2,2,313050,1.75,C19,Male,College,04-09-2017,0
548,31,55239,3,3,0,1,C20,Female,Master,16-08-2017,0
549,24,20886,1,1,212640,1,C2,Female,Bachelor,16-11-2015,1
550,35.33,55670,1,1,339830,2,C27,Male,Bachelor,25-10-2016,0
551,43,84481,3,3,118050,1,C13,Male,Master,16-06-2015,1
552,36.43,65170,3,3,2569249.29,3.71,C13,Male,Bachelor,18-11-2016,0
553,32,44273,2,2,0,1,C12,Male,Bachelor,10-09-2016,1
554,36,19649,1,1,115496,1,C24,Male,Master,20-11-2015,1
556,35.25,51658,1,2,871474.17,3.12,C8,Female,Master,04-10-2012,0
558,38.14,55263,1,2,478945,2.07,C11,Female,Bachelor,27-08-2012,1
559,40.4,44342,1,1,344524,2.2,C27,Male,College,14-08-2017,0
560,40.75,152234,3,4,1742771.25,2.5,C19,Male,Master,24-07-2015,0
561,28,43855,1,1,0,1,C6,Male,Bachelor,21-12-2017,0
562,29,52465,2,2,0,1,C6,Female,College,02-02-2017,1
563,34.91,73359,1,3,313432.73,1.55,C20,Female,College,17-07-2014,1
564,38,31340,1,1,50625,1,C1,Male,Master,15-01-2016,1
565,36.31,56543,3,3,537165,2.31,C28,Male,Bachelor,23-09-2016,0
566,35.7,50504,1,1,352781.5,2.35,C10,Male,Master,22-05-2015,1
568,32,56442.5,1,3.17,1736153.75,3.46,C16,Male,Bachelor,21-05-2015,0
569,38.92,111743,2,3,1230432.5,3.38,C26,Female,College,31-12-2012,0
570,33.08,37929,1,1,619105,2.75,C19,Female,Master,06-01-2017,0
571,32,95826,3,3,212955,1.5,C3,Female,Master,28-07-2017,0
572,29.83,31890,2,2,280428.33,1.17,C2,Female,College,02-02-2017,1
573,26.67,54026,2,2,0,1,C28,Male,Master,03-05-2017,1
574,39.33,70144,2,2,63610,1,C13,Male,College,04-07-2016,1
575,27,39391,1,1,0,1,C25,Male,Master,21-12-2017,0
576,30.17,68356,3,3,40426.67,1,C22,Female,College,08-05-2017,1
577,29,108091,3,3,26428.33,1,C14,Female,Master,03-05-2017,1
578,35,46169,2,2,0,1,C29,Male,Bachelor,21-12-2015,1
579,30,70570,1,2,226185.71,1.43,C5,Female,Master,30-06-2014,1
580,41,51426,1,1.04,818719.58,3.67,C18,Female,Master,27-07-2015,0
581,40.75,52641,1,1,686465,3,C25,Male,Master,10-01-2015,0
582,32.71,48363.14,2,2.14,1915675,3,C10,Female,Master,25-11-2016,0
583,31,59926,2,2,365602,2.6,C11,Male,College,31-07-2017,0
584,28.67,51593,2,3,195210,1,C1,Female,College,01-10-2012,1
585,41,14989,1,1,0,1,C4,Female,College,26-10-2015,1
587,33.29,96680,3,3,898834.29,3.14,C20,Female,College,27-05-2017,0
588,28,17660,2,2,235430,1.43,C13,Female,College,01-05-2017,1
591,36,100882,3,3,465206.67,2,C7,Male,Master,28-09-2017,0
592,40.75,67624,1,2,384099.17,1.75,C20,Female,Bachelor,04-05-2015,0
593,38.44,86336,3,3,448386.67,2.44,C23,Male,College,27-02-2017,1
594,30,41093,2,2,75977.5,1,C19,Male,College,21-09-2017,0
595,30,55828,2,2,172456.67,1.5,C26,Male,College,04-07-2017,0
596,29,66483,2,2,209824,1.6,C12,Male,College,24-08-2015,1
597,28,85926,3,3,322686,1.6,C23,Female,Master,01-08-2017,0
598,38,78135,2,2,392294.44,1.67,C9,Female,Bachelor,17-12-2015,1
599,27,71458,2,2,0,1,C3,Female,Bachelor,14-12-2017,0
600,28.57,115293,3,3,269111.43,1.43,C2,Male,Bachelor,13-10-2016,1
601,33,39119,1,2,188426,1,C19,Female,Bachelor,23-05-2013,1
602,28,49553,2,2,0,1,C9,Male,College,04-04-2017,1
603,30,64842,2,2,200255,1.38,C15,Male,College,22-10-2016,1
604,45.58,65856,1,2,786370.42,3.12,C26,Female,Bachelor,27-05-2013,0
605,36.17,95352,1,3,985432.5,2.75,C10,Male,Bachelor,15-10-2012,0
606,33.45,114230,3,3,269067.27,1.55,C10,Female,College,31-01-2017,1
607,27,38764,1,1,340744,2,C27,Female,Bachelor,20-01-2015,1
608,23.78,83294,2,2,249070,1.67,C26,Male,Master,15-11-2016,1
609,33,46186,1,1,170056,1.6,C9,Female,Master,19-10-2015,1
610,30,49664,2,2,0,1,C23,Female,Master,03-11-2016,1
611,32,39216,2,2,0,1,C10,Female,Bachelor,13-01-2017,1
612,31,29685,1,1,50000,1,C17,Male,College,03-11-2016,0
613,30,13653,1,1,282120,1.75,C1,Male,College,17-08-2015,1
614,22.18,36474,1,1,539694.55,2.36,C10,Female,Bachelor,21-10-2015,1
615,33.79,54056,1,2,540279.29,2.71,C23,Male,Master,21-05-2015,1
617,21.14,21673,1,1,846148.57,2.71,C18,Female,College,31-05-2017,0
618,41,54520,1,2,319377.5,1.75,C6,Male,Master,13-06-2014,1
619,29.88,32150,3,3,328278.75,1.75,C14,Female,Bachelor,08-05-2017,0
620,29,79801,3,3,203010,1.75,C8,Female,Master,08-09-2017,0
621,29,101494,3,3,35640,1,C4,Female,Master,13-12-2016,1
622,42,53454,3,3,0,1,C22,Male,College,25-12-2017,0
623,23,57931,1,1,0,1,C29,Female,Bachelor,12-11-2015,1
624,33.92,104712,2,3,833817.5,2.25,C15,Male,Bachelor,18-05-2011,0
625,31.2,49936,1,1,313460,1.6,C12,Male,Bachelor,23-11-2015,1
626,35,18788,2,2,0,1,C24,Male,College,01-12-2016,1
627,36,35219,2,2,493102,1.6,C17,Male,Bachelor,14-10-2015,1
629,43,38624,2,2,72725,1,C15,Female,College,29-09-2015,1
630,34.38,51781,2,2,165040,1,C28,Female,College,09-09-2015,1
633,36,48059,3,3,42134,1,C3,Female,Master,31-07-2017,1
634,29,54358,1,1,71072,1,C28,Male,Master,16-01-2016,1
635,31,130429,3,3,75000,1,C28,Male,Bachelor,03-07-2017,1
636,44,95388,4,4,0,1,C20,Male,College,01-10-2014,1
638,36.67,139347.5,2,4.12,2283012.92,3.12,C16,Male,Master,13-07-2010,0
639,26.55,66599,2,2,394235.45,2.09,C12,Male,Master,01-02-2017,0
640,26.62,105931,3,3,188861.25,1,C8,Female,Bachelor,07-12-2016,1
642,35,86516,3,3,48184,1,C11,Male,College,31-07-2017,0
643,34.5,63632,2,2,169231.67,1.5,C26,Male,Bachelor,10-07-2017,0
644,29,34741,1,1,410566.67,2.33,C6,Male,Master,25-04-2017,0
645,28,110445,2,4,192000,1.6,C8,Female,Master,30-03-2016,1
646,33.67,71776,3,3,100383.33,1,C11,Male,Bachelor,12-10-2017,0
647,33.5,57888,1,1,0,1,C10,Female,Master,01-08-2016,1
648,27.33,18928,1,1,157140,1.5,C3,Female,College,24-07-2017,0
649,32.25,35584,1,1,0,1,C14,Male,Bachelor,01-06-2016,1
650,33,42953,2,2,0,1,C16,Female,Bachelor,14-11-2017,0
651,34,41298,3,3,401340,1.75,C12,Female,Bachelor,05-12-2016,1
652,33.14,112322,4,4,0,1,C20,Male,Bachelor,05-11-2015,1
653,44,64702,2,2,26627.5,1,C1,Female,College,12-09-2015,1
654,22,36116,2,2,0,1,C4,Male,College,10-10-2017,1
655,35,40926,2,2,85886,1,C13,Male,College,05-01-2016,1
658,29.78,105966,3,3,521088.89,2.33,C6,Female,Bachelor,13-04-2017,0
659,32,54903,3,3,0,1,C13,Female,Master,05-06-2017,1
660,24,15327,1,1,0,1,C7,Female,College,25-01-2017,1
662,36,76548,1,2,671610.83,2.75,C29,Male,Bachelor,17-10-2013,0
663,27,97203,3,3,0,1,C21,Male,Bachelor,04-07-2017,1
664,33,40041,1,1,186080,2,C19,Male,Master,11-12-2017,0
667,31,78143,2,2,695608.33,2,C8,Male,Master,09-09-2015,1
668,29,45969,2,2,461818,2.2,C3,Female,Bachelor,28-11-2016,1
671,32.5,42368,3,3,25170,1,C11,Male,Master,01-11-2016,1
672,30,77011,2,2,133120,1,C18,Male,Master,29-08-2017,1
673,35.33,36967,2,2,0,1,C12,Female,Bachelor,10-07-2017,0
674,33.5,38546,1,1,33333.33,1,C14,Female,Bachelor,14-09-2016,1
677,48,71072,2,3,311098,1,C29,Female,Bachelor,21-05-2012,1
678,35,31411,1,1,280764,2.2,C14,Male,Master,23-08-2017,0
680,36.11,127380,2,4,608258.89,1.33,C3,Female,Master,28-07-2011,1
681,29,51840,2,2,614440,2.5,C23,Male,College,29-08-2017,0
682,29.11,40008,1,1,365740,2.17,C14,Male,Bachelor,19-07-2016,0
683,41,55762,1,1,323438,1.6,C17,Female,Master,06-10-2015,1
684,23,30083,1,1,375085,2.5,C20,Female,College,30-06-2017,1
686,28,62909,2,2,143333.33,1,C1,Female,Master,02-11-2016,1
687,32,13037,1,1,0,1,C18,Male,College,04-10-2016,1
688,45.56,22931,1,2,286318.89,1.67,C14,Female,Bachelor,16-06-2015,1
689,28,17186,1,1,0,1,C10,Female,Bachelor,14-10-2015,1
690,45,49509,2,2,116122,1,C14,Female,College,10-12-2015,1
691,30,59241,2,2,0,1,C7,Female,College,28-06-2017,1
692,32,31831,1,1,140240,1,C23,Male,Bachelor,18-12-2014,1
693,46.42,123729,2,4,1446162.08,2.38,C14,Male,Master,26-07-2012,0
694,31.75,82632,3,3,249750,1.5,C16,Female,Master,29-07-2016,1
695,26.4,57667,1,1,61702,1,C17,Male,Master,03-08-2017,1
696,26.25,79461,3,3,0,1,C10,Female,College,16-03-2017,1
697,41.78,118215,4,4,2171677.22,2.83,C25,Male,Bachelor,14-07-2016,0
698,32.88,76536,3,3,743776.25,2.88,C1,Male,Master,01-05-2017,0
700,29,31052,1,1,356446.67,2,C10,Female,Bachelor,26-12-2014,1
701,42.64,85450,2,2,1012250.91,3.09,C3,Female,Master,12-01-2016,1
702,37.17,113807,3,3,0,1,C20,Female,College,30-06-2016,1
703,28.36,103494,1,3,1245246.36,2.91,C11,Male,Master,25-04-2013,1
704,28.08,62931,1,2,551418.75,2.38,C8,Male,Bachelor,25-05-2015,0
705,40,130781,3,3,0,1,C20,Male,Master,03-10-2016,1
706,35,70677,3,3,0,1,C27,Male,College,06-07-2017,1
707,31,58323,1,1,368442.5,1.75,C4,Female,Master,21-05-2015,1
708,38.2,97116,3,3,103538,1,C19,Female,College,21-11-2016,1
709,31,135436,5,5,0,1,C13,Male,Bachelor,04-08-2015,1
710,32,110299,3,3,644637.27,2.64,C18,Male,Master,06-02-2017,0
711,29,31182,1,1,0,1,C18,Male,College,28-12-2017,0
712,34,83615,3,3,348464,2.2,C5,Male,Bachelor,21-08-2017,0
713,28.33,69388,1,2,1516223.75,4,C12,Male,College,30-01-2015,0
714,34.17,81352,3,3,254175,1.25,C13,Male,Master,08-11-2016,1
715,41,34780,2,2,0,1,C4,Male,Bachelor,19-12-2017,0
716,43.17,58312.88,1,2.12,1454711.25,3.25,C1,Male,Bachelor,10-11-2014,0
718,26.5,67490,1,3,980947.08,3,C15,Male,Master,26-04-2013,0
721,34,101880,3,3,714814.29,2.71,C19,Male,Master,29-05-2017,0
722,37,37839,2,2,344840,1.6,C9,Male,Bachelor,13-11-2015,1
723,32,42243,1,1,471614.58,2.75,C17,Male,Bachelor,27-07-2015,0
724,31.5,36430,2,2,0,1,C1,Female,Master,13-09-2017,1
725,29,19456,1,1,42288,1,C20,Male,College,07-08-2017,1
726,29.78,51497,1,1,258936.67,1.67,C18,Female,Bachelor,09-01-2014,1
727,38.25,44720,2,2,162097.5,1.75,C22,Male,Master,21-05-2016,1
729,33,40531,2,2,0,1,C28,Male,College,04-09-2017,1
731,35,19290,1,1,76306.67,1,C2,Female,College,22-09-2015,1
733,23,13937,1,1,0,1,C6,Female,College,14-12-2017,0
734,34.4,88414,3,3,397222.67,1.8,C22,Female,Master,24-10-2016,0
735,38,110490,4,4,241666.67,1.5,C12,Female,Bachelor,08-08-2016,1
736,26.2,81944,1,1,133024,1,C15,Female,Master,03-10-2015,1
737,40,24752,3,3,77742,1,C19,Male,College,09-08-2017,0
738,26,41980,2,2,0,1,C8,Male,Bachelor,05-05-2017,1
739,30,108768,1,3,76430,1.4,C20,Female,College,19-06-2014,1
740,37,46131,1,1,169662.86,1.43,C3,Male,Bachelor,12-06-2017,0
742,33.5,84637,3,3,0,1,C13,Male,Bachelor,06-09-2017,1
743,36,73273,2,2,0,1,C10,Male,College,03-01-2017,0
744,26.88,43322,1,1,190067.5,1.75,C20,Male,Master,21-01-2015,1
745,30,62042,2,2,0,1,C11,Male,Master,24-10-2016,1
747,32,58943,1,2,548040.83,2.5,C17,Female,Bachelor,25-11-2013,1
748,31,50210,3,3,0,1,C20,Female,College,28-11-2017,0
751,27,105510,3,3,0,1,C22,Male,College,15-11-2017,0
752,43,56243,2,2,255167.5,1.75,C23,Male,Master,03-05-2017,0
753,34,59656,2,2,976749.58,3.25,C16,Male,Bachelor,16-10-2014,0
754,29,44820,2,2,0,1,C29,Male,College,18-10-2017,0
755,36,25894,3,3,0,1,C8,Male,Bachelor,30-12-2016,0
756,29,57476,3,3,97682,1,C4,Female,Bachelor,26-05-2016,1
757,34.78,63181,1,3,468930,1.33,C27,Male,College,11-07-2014,1
758,33.17,54288,2,2,310105.83,1.75,C15,Male,Bachelor,31-08-2016,1
759,41.6,87182,3,3,0,1,C26,Male,Bachelor,08-12-2016,1
761,23,69449,2,2,0,1,C10,Male,Master,12-06-2017,1
762,34.42,35024,1,2,369259.58,1.88,C27,Male,Master,26-04-2013,0
763,32,22913,1,1,0,1,C5,Male,Master,21-11-2017,0
764,37,18285,1,1,128863.33,1,C26,Female,Bachelor,30-11-2015,1
765,45.58,123216,1,4,1416963.75,2.38,C8,Female,Bachelor,28-11-2013,0
766,30.41,28308,1,1,505811.76,2.53,C8,Female,Bachelor,29-07-2016,0
767,39,85693,1,3,352744.55,1.27,C2,Female,College,23-05-2014,1
768,23.44,87853,1,1,955050,3,C26,Female,Bachelor,25-04-2017,1
769,36,107149,3,3,0,1,C11,Male,Bachelor,01-11-2017,0
770,25.29,18544,2,2,250044.29,1.86,C26,Male,College,05-07-2016,0
771,36,45071,2,2,0,1,C5,Male,Bachelor,11-07-2017,1
772,29.61,75986,3,3,970423.89,2.33,C29,Male,Master,08-07-2016,0
773,29.6,51600,2,2,0,1,C29,Male,College,28-10-2016,1
776,37,63587,2,2,259837.14,1.86,C8,Female,Bachelor,09-06-2017,1
777,29.12,70816,2,2,180660,1.38,C22,Female,Master,28-11-2016,1
778,30.57,38990,2,2,137395,1,C9,Male,Bachelor,13-06-2016,1
779,35,23182,1,1,0,1,C23,Female,Master,05-04-2017,1
781,40.44,82503,3,3,79176.67,1,C23,Female,Master,21-12-2016,1
782,36,42314,2,2,480100,2.29,C29,Female,Bachelor,14-06-2017,0
783,48.57,76195,1,2,465849.29,2.07,C3,Male,Master,10-12-2012,1
784,41,100303,3,3,0,1,C17,Male,Master,06-04-2017,1
785,31,54209,2,2,405250,2.5,C26,Male,Bachelor,17-07-2017,0
787,34,75467,3,3,143396.43,1.21,C26,Male,Bachelor,30-08-2016,1
789,38.92,67885.67,2,2.33,1533590.83,3.5,C22,Female,College,27-11-2015,0
790,30.29,40253,2,2,324850.59,1.53,C12,Male,Bachelor,11-11-2015,1
791,35.5,84961,2,3,1584507.92,3,C4,Female,College,15-10-2012,0
792,31.33,48639,2,2,0,1,C19,Female,Master,10-12-2016,1
793,26,92670,3,3,63900,1,C7,Female,Master,30-10-2017,0
794,33,60252,2,2,616508.57,2.29,C21,Male,Master,28-05-2012,1
796,32,50434,2,2,535397,2.5,C26,Male,Master,08-11-2012,1
797,33,29689,1,1,238690,1.6,C24,Male,Master,10-08-2015,1
798,37,34849,2,2,0,1,C27,Male,College,29-08-2015,1
799,33.4,30951,2,2,91296,1,C21,Female,Bachelor,06-12-2016,1
800,35.71,49614,2,2,88358.57,1.43,C6,Male,College,30-06-2016,1
801,38.6,62810,3,3,185460,1.6,C29,Male,Bachelor,21-08-2017,0
802,29,63080,3,3,0,1,C20,Male,Master,12-12-2017,0
803,27,62232,1,1,0,1,C11,Male,Master,14-04-2017,1
804,29.64,46600,2,2,371075.45,1.55,C23,Male,Master,11-11-2016,1
805,24,17676,1,1,220357.14,1.43,C16,Male,Bachelor,13-01-2016,1
806,39.43,78647,3,3,366840,1.86,C8,Female,College,02-06-2017,0
807,32,81547,3,3,0,1,C25,Female,Bachelor,11-10-2017,1
808,32.4,49914,3,3,0,1,C15,Male,Bachelor,15-05-2017,1
810,25,45531,2,2,153540,1,C17,Male,Bachelor,04-12-2017,0
811,29.4,66017,2,2,201024,1,C26,Male,Master,31-10-2016,1
812,31,42395,1,1,0,1,C15,Male,Master,05-10-2015,1
813,32.5,31787,2,2,0,1,C27,Female,College,02-03-2017,1
814,29.5,56133,1,1,0,1,C16,Male,Master,16-11-2017,0
816,41,55115,2,2,0,1,C8,Male,Master,12-12-2017,0
818,31.43,26850,2,2,117162.86,1,C22,Female,Master,08-08-2016,1
819,40,114358,2,4,1437296.25,2.5,C15,Male,Bachelor,01-11-2010,0
820,38.53,59166,1,1,529442.35,2.76,C14,Male,Master,23-05-2015,1
821,28.75,113120,1,3,429498.75,1.38,C12,Female,Master,16-08-2012,1
822,31,42601,1,1,0,1,C23,Female,College,20-07-2016,1
824,40,32446,1,1,0,1,C9,Female,College,14-12-2017,0
825,36,64187,3,3,0,1,C6,Female,Master,11-12-2017,0
826,27.43,70740,1,2,133015.71,1,C24,Male,College,09-05-2015,1
827,32.25,67113,2,2,97110,1,C28,Male,Master,13-12-2016,1
828,33.25,63298,3,3,391908.33,1.75,C21,Male,College,02-01-2017,0
829,37.6,55313,3,3,104688,1,C15,Female,College,09-06-2016,1
830,26.67,80746,1,2,329664.44,1.67,C3,Male,Master,20-07-2015,1
831,31.17,42588,1,1,90536.67,1.5,C2,Male,Master,21-07-2016,1
832,40.58,58747,1,1,643336.67,3.12,C16,Female,College,03-06-2015,0
834,36,83969,3,3,0,1,C20,Male,Bachelor,07-12-2017,0
835,28.92,66179,2,2,413620,1.92,C26,Male,Bachelor,12-12-2016,0
836,41,63636,2,2,490438,1.6,C29,Male,College,30-01-2015,1
838,41,52632,1,1,50535,1,C11,Female,Master,03-10-2015,1
839,47,53383,2,2,80908.33,1,C16,Male,College,08-08-2016,1
840,39.5,88813,1,4,713918.33,1.5,C8,Female,College,11-07-2011,0
841,33,58199,2,2,0,1,C20,Female,Bachelor,09-08-2017,1
842,36.14,121419,1,4,2040167.14,2.86,C18,Male,Bachelor,26-07-2012,1
843,28.74,56035,1,2,717214.21,2.58,C15,Female,Bachelor,20-02-2015,1
844,30.8,21212,1,1,30032,1,C26,Male,College,15-08-2016,1
845,46,22019,2,2,207622.86,1.86,C28,Male,Bachelor,30-05-2017,1
847,29.43,40409,2,2,0,1,C12,Male,Bachelor,26-09-2016,1
848,28,45871,2,2,344667.27,2,C28,Female,Bachelor,11-02-2017,0
849,33,77903,3,3,367014,1.8,C20,Female,Bachelor,10-07-2017,1
850,35.56,113038,2,4,382411.67,1,C1,Male,Master,21-06-2012,1
851,34,39131,1,1,50925,1,C13,Male,Bachelor,30-11-2015,1
852,23,70731,2,2,0,1,C21,Male,Bachelor,04-04-2017,1
853,33,29584,2,2,0,1,C13,Female,College,15-08-2017,1
855,35,83524,2,2,0,1,C17,Male,College,09-05-2017,1
856,36.15,87661,1,3,668231.54,2.15,C22,Female,College,26-04-2013,1
858,37,75541,2,2,84025,1,C21,Male,Bachelor,17-05-2017,1
859,23,26151,1,1,224358,1.6,C17,Male,Master,05-01-2016,1
860,38,45269,1,1,189320,1,C20,Male,College,03-07-2015,1
863,31.17,40295,1,1,21001.67,1,C29,Female,Master,24-08-2016,1
864,36,91602,2,4,0,1,C27,Female,Bachelor,20-06-2016,1
865,30,122941,3,3,450088.57,2.29,C10,Female,Master,07-06-2017,0
866,46.67,29151,1,1,127320,1.5,C2,Male,College,09-02-2016,1
867,30,35803,2,2,1119183.33,4,C1,Female,College,28-09-2017,0
868,24,34497,2,2,-161287.5,1,C28,Female,College,07-12-2015,1
869,36.71,28575,1,1,69637.14,1,C8,Male,College,08-12-2015,1
870,36.17,93000,1,3,637445.42,2.25,C29,Female,Bachelor,23-07-2012,0
871,37,52753,2,2,0,1,C27,Female,College,20-01-2017,1
872,32,19791,1,1,0,1,C28,Male,Master,16-10-2015,1
873,32.39,134302,1,4,1823323.89,2.72,C28,Female,Master,23-03-2016,1
874,37,75133,3,3,0,1,C24,Male,College,14-04-2017,1
875,36,93822,3,3,0,1,C4,Female,Bachelor,14-08-2017,0
876,22,39442,1,2,347323.75,1.75,C25,Female,College,07-07-2015,1
